Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID
,7,2,55,2,2,302,,,,58.198,58.43,58.486,59.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,739,,,,59.174,59.518,,,,,,,,,,,,,,,
,8,8,63,6,6,333,,,,NA,NA,64.558,64.781,NA,NA,NA,NA,NA,NA,64.813,65.374,NA,NA,NA,NA,
,,,,,2,4415,,,,,,65.437,65.813,,,,,,,,,,,,,
,,,,,7,108,,,,,,66.141,67.081,,,,,,,,,,,,,
,,,,,3,105,,,,,,67.141,67.758,,,,,,,,,,,,,
,,,,,1,835,,,,,,67.822,67.999,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,5,542,,,,,,,,,,,,,,,,,,,,
,9,8,72,7,7,381,,,,76.846,76.963,NA,NA,76.414,76.846,76.964,77.582,75.65,76.414,74.349,74.733,73.509,73.773,74.733,75.65,
,,,,,6,1283,,,,,,,,,,,,,,,,73.789,74.349,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,10,2,84,2,1,1713,,,,96.748,97.46,94.996,96.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
223,1,8,0,4,5,451,176,ordered by score,,4.727,4.753,6.287,6.359,5.113,5.247,1.539,1.743,1.489,1.52,1.759,1.807,5.287,5.911,4.92,4.969,A2GU601U6RJZH4
,,,,,6,298,,,,,,,,6.108,6.241,3.151,4.716,,,2.063,2.455,,,,,
,,,,,4,1225,,,,,,,,,,,,,,2.712,3.008,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,,,,,7,229,,,,,,,,,,,,,,,,,,,,
,,,,,3,205,,,,,,,,,,,,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,2,2,17,2,1,753,,,,14.378,14.717,15.329,15.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,14.77,14.992,15.776,15.965,,,,,,,,,,,,,
,,,,,,,,,,,,16.305,16.415,,,,,,,,,,,,,
,3,2,28,1,1,168,,,,33.322,33.371,33.423,33.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,139,,,,33.952,34.511,33.78,33.858,,,,,,,,,,,,,
,,,,,,,,,,34.941,36.152,34.589,34.651,,,,,,,,,,,,,
,,,,,,,,,,,,34.885,34.912,,,,,,,,,,,,,
,,,,,,,,,,,,36.184,36.216,,,,,,,,,,,,,
,4,8,49,7,6,3146,,,,47.691,48.033,48.033,48.257,NA,NA,49.853,50.01,50.544,50.64,45.379,47.374,48.323,48.648,47.564,47.69,
,,,,,8,131,,,,,,,,,,,,,,,,48.893,49.193,,,
,,,,,1,1490,,,,,,,,,,,,,,,,49.232,49.835,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,5,2,62,2,2,211,,,,76.644,76.689,76.332,76.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,177,,,,76.848,77.036,77.739,78.257,,,,,,,,,,,,,
,,,,,,,,,,77.114,77.176,78.509,78.843,,,,,,,,,,,,,
,,,,,,,,,,77.619,77.681,78.848,78.896,,,,,,,,,,,,,
,,,,,,,,,,78.952,79.024,79.928,79.968,,,,,,,,,,,,,
,,,,,,,,,,79.874,79.904,80.344,80.361,,,,,,,,,,,,,
,,,,,,,,,,80.376,80.41,,,,,,,,,,,,,,,
,6,2,91,1,1,1004,,,,94.64,94.888,95.854,96.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,312,,,,94.92,95.854,,,,,,,,,,,,,,,
,7,2,108,1,1,739,,,,120.394,121.324,121.341,121.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,,,121.583,121.906,,,,,,,,,,,,,
,8,2,134,2,1,835,,,,133.128,133.639,133.767,134.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,133.663,133.703,134.589,136.827,,,,,,,,,,,,,
,,,,,,,,,,134.441,134.572,,,,,,,,,,,,,,,
,9,8,148,4,3,435,,,,145.95,146.425,153.541,153.787,145.017,145.092,151.871,151.919,NA,NA,NA,NA,145.092,145.854,151.985,152.188,
,,,,,7,381,,,,,,,,,,152.407,153.519,,,,,146.571,147.771,,,
,,,,,1,708,,,,,,,,,,,,,,,,147.771,147.899,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,10,2,165,1,1,1713,,,,161.712,162.847,164.054,164.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
224,1,2,0,2,1,219,257,ordered by score,,7.322,7.94,13.436,13.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A29RJVVL54THB5
,,,,,2,203,,,,13.009,13.104,13.779,15.517,,,,,,,,,,,,,
,2,2,17,2,1,753,,,,20.617,21.441,59.901,62.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,3,2,63,2,1,168,,,,81.097,81.682,75.017,75.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,139,,,,,,81.757,83.028,,,,,,,,,,,,,
,,,,,,,,,,,,83.134,84.501,,,,,,,,,,,,,
,,,,,,,,,,,,86.614,86.711,,,,,,,,,,,,,
,,,,,,,,,,,,86.941,86.973,,,,,,,,,,,,,
,4,2,88,2,1,1490,,,,102.631,102.779,103.012,106.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,5,8,107,1,1,177,,,,116.252,116.325,NA,NA,120.01,120.023,110.527,116.226,120.023,120.89,NA,NA,NA,NA,120.89,121.153,
,,,,,4,300,,,,117.843,119.341,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,2,211,,,,,,,,,,,,,,,,,,,,
,6,8,123,5,4,510,,,,NA,NA,NA,NA,NA,NA,127.879,128,137.461,137.533,NA,NA,139.748,139.981,NA,NA,
,,,,,5,30,,,,,,,,,,,,137.668,139.735,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,7,8,141,3,6,860,,,,156.484,158.981,NA,NA,175.456,181.003,172.171,175.455,158.982,159.813,155.632,156.483,162.379,172.171,159.813,162.378,
,,,,,1,739,,,,,,,,181.015,181.419,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,3,734,,,,,,,,,,,,,,,,,,,,
,8,2,182,1,1,835,,,,196.58,200.109,200.109,205.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,4415,,,,205.503,207.13,209.073,209.615,,,,,,,,,,,,,
,,,,,,,,,,207.57,209.073,,,,,,,,,,,,,,,
,9,8,211,7,3,435,,,,NA,NA,NA,NA,213.983,215.426,232.134,237.709,227.369,227.998,NA,NA,237.71,238.398,NA,NA,
,,,,,5,2005,,,,,,,,225.164,227.369,,,228.461,232.133,,,240.878,241.25,,,
,,,,,6,1283,,,,,,,,,,,,,,,,241.275,242.057,,,
,,,,,8,1578,,,,,,,,,,,,,,,,242.107,242.228,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,10,2,243,2,1,1713,,,,246.608,247.321,251.787,252.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,421,,,,250.52,251.785,252.806,254.148,,,,,,,,,,,,,
225,1,2,0,1,1,219,488,ordered by score,,-35.392,-35.356,-19.089,-9.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR5E0ZVWKJA95
,,,,,2,203,,,,-9.197,-9.185,,,,,,,,,,,,,,,
,,,,,,,,,,-8.828,-3.433,,,,,,,,,,,,,,,
,,,,,,,,,,1.058,2.181,,,,,,,,,,,,,,,
,2,8,51,6,7,1203,,,,NA,NA,NA,NA,NA,NA,44.04,45.536,47.602,47.628,87.316,87.366,NA,NA,NA,NA,
,,,,,4,204,,,,,,,,,,45.575,47.566,,,87.832,87.955,,,,,
,,,,,5,919,,,,,,,,,,,,,,88.104,88.742,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,2,439,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,3,2,136,2,1,168,,,,NA,NA,112.25,113.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,139,,,,,,113.159,114.228,,,,,,,,,,,,,
,4,8,160,6,2,149,,,,NA,NA,NA,NA,187.63,187.962,NA,NA,NA,NA,187.311,187.605,NA,NA,NA,NA,
,,,,,5,1528,,,,,,,,,,,,,,188.072,188.772,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,5,8,240,5,4,300,,,,NA,NA,NA,NA,266.073,266.958,NA,NA,276.529,277.049,NA,NA,NA,NA,NA,NA,
,,,,,2,211,,,,,,,,267.327,268.395,,,277.331,278.118,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,6,8,329,3,1,1004,,,,NA,NA,NA,NA,309.174,309.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,8,301,,,,,,,,310.833,311.731,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,3,152,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,7,2,360,1,2,302,,,,332.338,333.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,8,8,380,2,5,542,,,,NA,NA,351.685,351.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,6,333,,,,,,352.151,352.704,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
,9,8,401,5,5,2005,,,,NA,NA,NA,NA,NA,NA,NA,NA,403.413,404.9,NA,NA,NA,NA,NA,NA,
,,,,,4,826,,,,,,,,,,,,,,,,,,,,
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,
,,,,,3,435,,,,,,,,,,,,,,,,,,,,
,,,,,1,708,,,,,,,,,,,,,,,,,,,,
,,,,,7,381,,,,,,,,,,,,,,,,,,,,
,10,8,453,8,3,469,,,,435.41,436.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.753,439.884,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,4,516,,,,,,,,,,,,,,,,,,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,6,184,,,,,,,,,,,,,,,,,,,,
226,1,2,0,1,2,203,152,ordered by score,,21.38,22.342,18.413,21.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A3ULZGQA5AQMTD
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,2,8,25,6,2,439,,,,43.867,44.406,27.254,28.169,NA,NA,NA,NA,NA,NA,48.647,50.05,39.492,41.342,43.189,43.866,
,,,,,5,919,,,,47.886,48.407,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,3,8,54,7,7,492,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.637,58.623,NA,NA,
,,,,,1,168,,,,,,,,,,,,,,,,,,,,
,,,,,8,176,,,,,,,,,,,,,,,,,,,,
,,,,,4,171,,,,,,,,,,,,,,,,,,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,6,482,,,,,,,,,,,,,,,,,,,,
,,,,,2,139,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,4,2,63,1,2,149,,,,69.802,70.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1490,,,,70.387,71.316,,,,,,,,,,,,,,,
,,,,,,,,,,71.34,71.669,,,,,,,,,,,,,,,
,5,8,75,5,3,588,,,,NA,NA,NA,NA,NA,NA,NA,NA,87.635,88.085,NA,NA,NA,NA,90.559,90.964,
,,,,,2,211,,,,,,,,,,,,88.445,89.206,,,,,,,
,,,,,5,4414,,,,,,,,,,,,89.215,90.559,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,4,300,,,,,,,,,,,,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,6,8,93,6,3,152,,,,NA,NA,NA,NA,NA,NA,105.283,105.771,NA,NA,106.396,106.46,107.801,108.466,NA,NA,
,,,,,8,301,,,,,,,,,,,,,,107.208,107.801,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,6,985,,,,,,,,,,,,,,,,,,,,
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,7,2,111,2,1,739,,,,113.607,114.648,114.928,114.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,302,,,,,,115.249,115.842,,,,,,,,,,,,,
,8,2,118,2,2,4415,,,,126.425,126.769,121.328,125.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,835,,,,,,125.24,126.425,,,,,,,,,,,,,
,9,2,129,1,2,1394,,,,131.71,132.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,708,,,,133.169,133.777,,,,,,,,,,,,,,,
,,,,,,,,,,133.793,134.106,,,,,,,,,,,,,,,
,10,8,136,7,4,516,,,,146.593,148.385,NA,NA,146.025,146.593,137.989,138.254,144.535,144.543,142.824,143.482,144.807,146.025,138.892,140.029,
,,,,,6,184,,,,,,,,,,140.03,140.262,144.55,144.759,143.554,144.056,,,,,
,,,,,8,110,,,,,,,,,,,,,,,,,,,,
,,,,,5,179,,,,,,,,,,,,,,,,,,,,
,,,,,7,238,,,,,,,,,,,,,,,,,,,,
,,,,,3,469,,,,,,,,,,,,,,,,,,,,
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,
,,,,,2,421,,,,,,,,,,,,,,,,,,,,
227,1,8,0,8,3,205,303,ordered by score,,56.289,56.299,NA,NA,21.238,24.954,36.988,37.638,NA,NA,24.954,28.52,55.304,55.671,37.639,37.79,A2UIGDOLX5RV95
,,,,,6,298,,,,56.305,56.964,,,28.559,36.638,37.808,37.896,,,55.671,56.289,,,47.887,53.392,
,,,,,7,229,,,,,,,,,,43.7,47.849,,,,,,,56.964,57.237,
,,,,,5,451,,,,,,,,,,54.381,55.304,,,,,,,,,
,,,,,2,203,,,,,,,,,,,,,,,,,,,,
,,,,,1,219,,,,,,,,,,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,,,,,8,403,,,,,,,,,,,,,,,,,,,,
,2,8,46,3,2,439,,,,84.513,86.471,61.544,61.604,71.055,77.092,87.854,87.943,69.971,70.655,86.821,87.537,82.771,84.513,NA,NA,
,,,,,5,919,,,,,,67.07,69.971,77.168,82.77,,,,,,,,,,,
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,
,,,,,1,753,,,,,,,,,,,,,,,,,,,,
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,
,,,,,8,330,,,,,,,,,,,,,,,,,,,,
,,,,,4,204,,,,,,,,,,,,,,,,,,,,
,3,8,78,7,8,176,,,,NA,NA,NA,NA,110.12,110.435,107.731,107.744,110.435,110.813,109.786,110.119,102.137,102.453,93.649,102.137,
,,,,,7,492,,,,,,,,,,109.315,109.785,,,,,102.476,103.072,103.084,103.119,
,,,,,4,171,,,,,,,,,,,,,,,,104.38,104.497,104.251,104.34,
,,,,,6,482,,,,,,,,,,,,,,,,107.778,108.323,,,
,,,,,2,139,,,,,,,,,,,,,,,,108.493,108.939,,,
,,,,,1,168,,,,,,,,,,,,,,,,109.162,109.285,,,
,,,,,3,280,,,,,,,,,,,,,,,,,,,,
,,,,,5,260,,,,,,,,,,,,,,,,,,,,
,4,2,100,2,2,149,,,,116.585,117.556,120.014,124.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1490,,,,118.268,118.953,,,,,,,,,,,,,,,
,,,,,,,,,,119.036,119.648,,,,,,,,,,,,,,,
,,,,,,,,,,124.091,126.163,,,,,,,,,,,,,,,
,5,2,115,2,2,211,,,,175.786,175.852,131.141,173.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,177,,,,,,174.265,174.603,,,,,,,,,,,,,
,,,,,,,,,,,,175.337,175.716,,,,,,,,,,,,,
,,,,,,,,,,,,175.728,175.755,,,,,,,,,,,,,
,6,8,165,3,6,985,,,,196.382,197.015,194.671,195.012,187.084,189.499,195.012,196.382,198.816,198.825,186.765,186.91,192.633,193.126,198.852,199.06,
,,,,,3,152,,,,,,,,193.247,193.303,,,,,,,193.947,194.631,,,
,,,,,7,1192,,,,,,,,193.364,193.886,,,,,,,,,,,
,,,,,2,312,,,,,,,,,,,,,,,,,,,,
,,,,,4,510,,,,,,,,,,,,,,,,,,,,
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,
,,,,,5,30,,,,,,,,,,,,,,,,,,,,
,,,,,8,301,,,,,,,,,,,,,,,,,,,,
,7,2,196,1,2,302,,,,221.157,221.9,220.131,220.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,739,,,,,,,,,,,,,,,,,,,,
,8,8,214,7,8,1027,,,,255.345,256.212,242.94,247.015,NA,NA,247.015,249.418,254.812,255.345,256.212,256.676,235.047,236.964,233.08,235.047,
,,,,,7,108,,,,,,249.418,250.898,,,254.129,254.812,,,257.628,257.767,237.201,237.355,250.898,251.136,
,,,,,2,4415,,,,,,252.452,254.129,,,,,,,258.908,259.076,237.676,241.966,,,
,,,,,4,1531,,,,,,,,,,,,,,,,242.041,242.293,,,
,,,,,5,542,,,,,,,,,,,,,,,,242.34,242.843,,,
,,,,,1,835,,,,,,,,,,,,,,,,251.551,252.452,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,9,2,254,2,2,1394,,,,293.11,293.508,269.753,273.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,708,,,,,,291.273,291.393,,,,,,,,,,,,,
,,,,,,,,,,,,292,293.11,,,,,,,,,,,,,
,10,2,282,1,2,421,,,,309.477,310.927,297.859,308.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,1713,,,,312,312.115,,,,,,,,,,,,,,,
228,1,8,0,6,6,298,219,ordered by score,,NA,NA,20.253,20.267,20.151,20.179,27.294,28.063,25.913,26.859,9.267,9.462,17.254,17.533,19.33,20.151,AJMWTFJTL8RLM
,,,,,7,229,,,,,,,,,,,,,,10.026,10.974,20.267,20.285,25.469,25.913,
,,,,,2,203,,,,,,,,,,,,,,15.925,16.185,,,,,
,,,,,3,205,,,,,,,,,,,,,,16.201,16.771,,,,,
,,,,,8,403,,,,,,,,,,,,,,21.506,24.381,,,,,
,,,,,1,219,,,,,,,,,,,,,,24.412,25.469,,,,,
,,,,,5,451,,,,,,,,,,,,,,,,,,,,
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,
,2,2,30,2,1,753,,,,38.742,41.159,41.16,41.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,439,,,,47.138,47.559,42.452,47.138,,,,,,,,,,,,,
,,,,,,,,,,,,52.259,52.523,,,,,,,,,,,,,
,,,,,,,,,,,,52.922,54.617,,,,,,,,,,,,,
,3,2,57,2,2,139,,,,63.331,63.698,73.598,74.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,1,168,,,,67.134,73.43,,,,,,,,,,,,,,,
,,,,,,,,,,74.659,74.793,,,,,,,,,,,,,,,
,4,8,77,4,7,2010,,,,97.544,98.246,98.247,98.632,96.577,97.495,89.212,96.575,86.768,89.212,85.616,86.767,84.675,85.616,NA,NA,
,,,,,8,131,,,,,,,,,,,,,,,,,,,,
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,
,,,,,4,262,,,,,,,,,,,,,,,,,,,,
,,,,,3,466,,,,,,,,,,,,,,,,,,,,
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,
,,,,,2,149,,,,,,,,,,,,,,,,,,,,
,5,8,101,2,4,300,,,,NA,NA,117.134,123.612,124.07,124.152,105.145,109.667,124.152,125.681,123.846,123.924,NA,NA,NA,NA,
,,,,,2,211,,,,,,,,,,115.378,117.133,,,,,,,,,
,,,,,1,177,,,,,,,,,,,,,,,,,,,,
,,,,,8,199,,,,,,,,,,,,,,,,,,,,
,,,,,6,325,,,,,,,,,,,,,,,,,,,,
,,,,,3,588,,,,,,,,,,,,,,,,,,,,
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,
,,,,,7,426,,,,,,,,,,,,,,,,,,,,
,6,2,128,2,1,1004,,,,130.766,131.036,133.029,133.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,,,,,2,312,,,,133.551,141.631,141.631,141.99,,,,,,,,,,,,,
,,,,,,,,,,,,142.109,143.702,,,,,,,,,,,,,
,7,8,145,3,1,739,,,,153.287,154.976,NA,NA,154.977,157.583,160.249,160.657,162.59,163.009,160.819,161.778,NA,NA,161.779,162.588,
,,,,,3,734,,,,,,,,158.589,160.248,,,,,,,,,,,
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,
,,,,,6,860,,,,,,,,,,,,,,,,,,,,
,,,,,2,302,,,,,,,,,,,,,,,,,,,,
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,
,,,,,7,195,,,,,,,,,,,,,,,,,,,,
,,,,,5,532,,,,,,,,,,,,,,,,,,,,
,8,8,165,7,4,1531,,,,179.314,180.508,180.509,182.239,NA,NA,NA,NA,175.954,176.963,NA,NA,177.006,177.037,173.762,175.953,
,,,,,8,1027,,,,,,,,,,,,,,,,178.073,178.765,,,
,,,,,5,542,,,,,,,,,,,,,,,,178.779,179.314,,,
,,,,,7,108,,,,,,,,,,,,,,,,,,,,
,,,,,1,835,,,,,,,,,,,,,,,,,,,,
,,,,,6,333,,,,,,,,,,,,,,,,,,,,
,,,,,3,105,,,,,,,,,,,,,,,,,,,,
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,
