Experiment #,Question #,Number of Answers,Start Date/Seconds After Start Date,Answer Chosen,Answer Order,Number of Characters in Each Answer,Total Experiment Time (Seconds),How Answers Ordered,IP Address [Removed],Time Mouse Scrolled Over Answer 1 (Seconds After Start Time),Time Mouse Moved Away From Answer 1 (Seconds After Start Time),Time Mouse Scrolled Over Answer 2 (Seconds After Start Time),Time Mouse Moved Away From Answer 2 (Seconds After Start Time),Time Mouse Scrolled Over Answer 3 (Seconds After Start Time),Time Mouse Moved Away From Answer 3 (Seconds After Start Time),Time Mouse Scrolled Over Answer 4 (Seconds After Start Time),Time Mouse Moved Away From Answer 4 (Seconds After Start Time),Time Mouse Scrolled Over Answer 5 (Seconds After Start Time),Time Mouse Moved Away From Answer 5 (Seconds After Start Time),Time Mouse Scrolled Over Answer 6 (Seconds After Start Time),Time Mouse Moved Away From Answer 6 (Seconds After Start Time),Time Mouse Scrolled Over Answer 7 (Seconds After Start Time),Time Mouse Moved Away From Answer 7 (Seconds After Start Time),Time Mouse Scrolled Over Answer 8 (Seconds After Start Time),Time Mouse Moved Away From Answer 8 (Seconds After Start Time),Amazon Worker ID,Score
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,0
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,0
,7,8,338,1,1,739,,,,331.289,333.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,24
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,19
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,18
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,18
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,17
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,5
,8,8,357,2,6,333,,,,385.114,385.598,381.391,383.348,NA,NA,350.293,352.097,NA,NA,352.097,352.832,NA,NA,NA,NA,,17
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,14
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,8
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,5
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,3
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,1
,9,8,410,5,1,708,,,,395.983,396.255,NA,NA,412.323,412.392,412.461,412.496,407.406,409.759,413.541,413.894,412.496,413.541,396.837,397.406,,23
,,,,,8,1578,,,,397.509,397.99,,,,,,,409.801,412.323,,,,,397.99,398.837,,21
,,,,,5,2005,,,,403.438,403.787,,,,,,,,,,,,,403.787,406.497,,20
,,,,,3,435,,,,406.541,406.719,,,,,,,,,,,,,406.782,407.406,,19
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,10
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,9
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,7
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,7
,10,8,435,4,7,238,,,,422.397,422.43,421.077,421.477,420.607,421.077,424.917,425.126,NA,NA,NA,NA,419.768,419.8,421.478,422.396,,25
,,,,,5,179,,,,426.334,426.8,,,,,425.261,425.277,,,,,,,,,,24
,,,,,3,469,,,,,,,,,,425.4,426.334,,,,,,,,,,15
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,10
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,3
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,0
222,1,8,0,4,4,1225,652,random,,NA,NA,NA,NA,NA,NA,78.124,80.348,NA,NA,NA,NA,NA,NA,NA,NA,A1SO9R81HMMIQD,24
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,20
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,15
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,5
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,4
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,1
,2,8,87,2,2,439,,,,NA,NA,114.807,114.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,21
,,,,,1,753,,,,,,114.875,117.418,,,,,,,,,,,,,,19
,,,,,6,1265,,,,,,162.659,165.279,,,,,,,,,,,,,,18
,,,,,4,204,,,,,,165.613,165.64,,,,,,,,,,,,,,16
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,14
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,14
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,2
,3,8,174,7,8,176,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.611,194.972,NA,NA,,25
,,,,,6,482,,,,,,,,,,,,,,,,195.88,197.356,,,,20
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,6
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,5
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,4
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,2
,4,8,205,8,7,2010,,,,NA,NA,NA,NA,NA,NA,NA,NA,238.063,238.449,NA,NA,NA,NA,238.777,240.186,,17
,,,,,2,149,,,,,,,,,,,,,,,,,,240.246,240.555,,16
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,14
,,,,,8,131,,,,,,,,,,,,,,,,,,,,,12
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,10
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,10
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,6
,5,8,249,2,2,211,,,,NA,NA,268.502,269.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,4,300,,,,,,269.668,270.26,,,,,,,,,,,,,,25
,,,,,1,177,,,,,,270.551,270.626,,,,,,,,,,,,,,18
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,15
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,14
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,10
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,7
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,0
,6,8,284,2,2,312,,,,NA,NA,324.122,324.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,5,30,,,,,,325.025,325.063,,,,,,,,,,,,,,25
,,,,,7,1192,,,,,,325.11,325.422,,,,,,,,,,,,,,18
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,15
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,12
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,6
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,5
,7,8,342,6,8,2848,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.571,426.359,NA,NA,NA,NA,,23
,,,,,2,302,,,,,,,,,,,,,,426.385,427.08,,,,,,21
,,,,,3,734,,,,,,,,,,,,,,427.312,427.744,,,,,,20
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,5
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,0
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,0
,8,8,438,2,8,1027,,,,NA,NA,499.617,499.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.041,500.057,,18
,,,,,2,4415,,,,,,501.107,502.451,,,,,,,,,,,,,,17
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,14
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,12
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,3
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,2
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,1
,9,8,522,6,6,1283,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.5,570.206,NA,NA,NA,NA,,19
,,,,,1,708,,,,,,,,,,,,,,570.278,570.625,,,,,,13
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,13
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,9
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,8
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,5
,10,8,585,4,3,469,,,,NA,NA,NA,NA,NA,NA,634.922,639.69,NA,NA,NA,NA,NA,NA,NA,NA,,17
,,,,,4,516,,,,,,,,,,640.448,641.782,,,,,,,,,,15
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,11
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,3
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,1
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,0
223,1,8,0,3,3,205,471,random,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AOOGCOBAZBWJ2,24
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,22
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,21
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,15
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,13
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,11
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,3
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,3
,2,8,61,4,4,204,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,23
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,22
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,14
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,13
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,1
,3,8,145,7,6,482,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,17
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,16
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,14
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,14
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,9
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,5
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,0
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,0
,4,8,173,2,3,466,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,20
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,15
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,14
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,,14
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,13
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,13
,,,,,8,131,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,7
,5,8,250,1,1,177,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,20
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,18
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,16
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,16
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,14
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,7
,,,,,8,199,,,,,,,,,,,,,,,,,,,,,3
,6,8,289,4,5,30,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,21
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,20
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,18
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,16
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,12
,,,,,1,1004,,,,,,,,,,,,,,,,,,,,,11
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,7
,7,8,313,2,5,532,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,23
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,21
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,20
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,16
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,10
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,6
,8,8,345,2,8,1027,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,23
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,19
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,19
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,15
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,9
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,9
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,7
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,5
,9,8,419,2,2,1394,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,8,1578,,,,,,,,,,,,,,,,,,,,,21
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,17
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,14
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,11
,,,,,1,708,,,,,,,,,,,,,,,,,,,,,11
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,6
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,2
,10,8,446,4,1,1713,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,16
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,15
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,10
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,8
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,7
,,,,,6,184,,,,,,,,,,,,,,,,,,,,,2
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,2
224,1,8,0,2,6,298,528,random,,NA,NA,7.138,7.346,12.463,12.496,71.197,71.531,69.728,70.547,7.439,9.02,71.531,72.299,NA,NA,A1WBGYZ6Y8NJ9,23
,,,,,2,203,,,,,,10.78,11.266,,,72.299,72.85,72.85,73.367,9.119,9.603,,,,,,20
,,,,,3,205,,,,,,70.547,70.88,,,,,,,9.607,10.481,,,,,,20
,,,,,5,451,,,,,,73.367,73.706,,,,,,,67.892,69.728,,,,,,15
,,,,,4,1225,,,,,,,,,,,,,,,,,,,,,3
,,,,,8,403,,,,,,,,,,,,,,,,,,,,,2
,,,,,7,229,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,0
,2,8,78,6,2,439,,,,110.521,111.973,85.268,89.871,NA,NA,NA,NA,112.142,112.89,112.89,113.579,111.973,112.142,NA,NA,,20
,,,,,1,753,,,,,,109.821,109.896,,,,,,,113.756,113.838,,,,,,16
,,,,,7,1203,,,,,,110.127,110.483,,,,,,,114.19,114.664,,,,,,11
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,7
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,3
,,,,,3,1347,,,,,,,,,,,,,,,,,,,,,3
,,,,,8,330,,,,,,,,,,,,,,,,,,,,,3
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,0
,3,8,118,8,5,260,,,,188.051,188.068,188.037,188.051,NA,NA,NA,NA,183.576,184.428,NA,NA,NA,NA,184.688,187.049,,21
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,19
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,14
,,,,,2,139,,,,,,,,,,,,,,,,,,,,,12
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,280,,,,,,,,,,,,,,,,,,,,,6
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,2
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,1
,4,8,191,5,5,1528,,,,NA,NA,NA,NA,NA,NA,NA,NA,210.711,212.328,NA,NA,NA,NA,NA,NA,,24
,,,,,8,131,,,,,,,,,,,,212.347,213.624,,,,,,,,19
,,,,,7,2010,,,,,,,,,,,,213.865,214.449,,,,,,,,18
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,16
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,,14
,,,,,3,466,,,,,,,,,,,,,,,,,,,,,11
,,,,,2,149,,,,,,,,,,,,,,,,,,,,,6
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,3
,5,8,218,6,8,199,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.484,226.319,NA,NA,NA,NA,,25
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,11
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,177,,,,,,,,,,,,,,,,,,,,,6
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,6
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,6
,,,,,3,588,,,,,,,,,,,,,,,,,,,,,3
,6,8,232,7,6,985,,,,NA,NA,NA,NA,NA,NA,277.055,277.064,277.203,277.22,275.597,275.599,279.486,280.183,NA,NA,,20
,,,,,2,312,,,,,,,,,,,,278.428,279.096,275.602,275.608,281.109,281.15,,,,13
,,,,,1,1004,,,,,,,,,,,,279.26,279.415,,,281.636,282.334,,,,12
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,9
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,7
,,,,,7,1192,,,,,,,,,,,,,,,,,,,,,6
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,4
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,2
,7,8,285,1,2,302,,,,293.392,293.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,25
,,,,,1,739,,,,294.287,294.664,,,,,,,,,,,,,,,,21
,,,,,5,532,,,,294.807,294.943,,,,,,,,,,,,,,,,20
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,20
,,,,,6,860,,,,,,,,,,,,,,,,,,,,,18
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,18
,,,,,3,734,,,,,,,,,,,,,,,,,,,,,15
,,,,,8,2848,,,,,,,,,,,,,,,,,,,,,13
,8,8,300,2,3,105,,,,NA,NA,325.237,326.652,NA,NA,324.314,324.899,NA,NA,324.899,325.195,NA,NA,NA,NA,,20
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,16
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,15
,,,,,6,333,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,4415,,,,,,,,,,,,,,,,,,,,,10
,,,,,1,835,,,,,,,,,,,,,,,,,,,,,4
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,0
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,0
,9,8,331,7,1,708,,,,368.996,369.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.283,371.566,369.964,371.283,,24
,,,,,8,1578,,,,,,,,,,,,,,,,372.168,373.765,371.566,372.167,,24
,,,,,7,381,,,,,,,,,,,,,,,,374.203,374.361,,,,17
,,,,,5,2005,,,,,,,,,,,,,,,,374.558,374.668,,,,16
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,16
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,10
,,,,,2,1394,,,,,,,,,,,,,,,,,,,,,9
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,6
,10,8,380,4,7,238,,,,516.526,516.848,518.462,519.261,NA,NA,520.604,521.356,523.12,523.42,518.162,518.285,NA,NA,518.285,518.462,,24
,,,,,1,1713,,,,517.097,518.162,519.722,520.182,,,521.551,521.595,,,,,,,,,,21
,,,,,3,469,,,,,,520.184,520.604,,,521.695,522.395,,,,,,,,,,18
,,,,,6,184,,,,,,522.77,523.119,,,522.396,522.412,,,,,,,,,,17
,,,,,8,110,,,,,,,,,,523.42,523.685,,,,,,,,,,15
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,13
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,5
,,,,,4,516,,,,,,,,,,,,,,,,,,,,,2
225,1,8,0,4,8,403,101,random,,-2.707,-2.638,-3.45,-3.196,-3.18,-3.156,-6.399,-6.166,-3.156,-3.134,-3.134,-3.118,-3.497,-3.46,-6.787,-6.399,APHNYDGTCRN3O,22
,,,,,4,1225,,,,,,,,,,-4.651,-3.497,,,,,,,-6.12,-5.728,,14
,,,,,7,229,,,,,,,,,,,,,,,,,,-5.506,-4.798,,13
,,,,,2,203,,,,,,,,,,,,,,,,,,,,,12
,,,,,3,205,,,,,,,,,,,,,,,,,,,,,10
,,,,,5,451,,,,,,,,,,,,,,,,,,,,,4
,,,,,6,298,,,,,,,,,,,,,,,,,,,,,2
,,,,,1,219,,,,,,,,,,,,,,,,,,,,,0
,2,8,9,6,3,1347,,,,4.69,4.994,NA,NA,2.35,3.002,4.365,4.69,4.015,4.269,3.126,3.379,4.286,4.348,NA,NA,,24
,,,,,8,330,,,,,,,,,,,,,,3.406,4.006,,,,,,24
,,,,,6,1265,,,,,,,,,,,,,,,,,,,,,22
,,,,,5,919,,,,,,,,,,,,,,,,,,,,,22
,,,,,7,1203,,,,,,,,,,,,,,,,,,,,,18
,,,,,4,204,,,,,,,,,,,,,,,,,,,,,12
,,,,,2,439,,,,,,,,,,,,,,,,,,,,,7
,,,,,1,753,,,,,,,,,,,,,,,,,,,,,6
,3,8,18,3,2,139,,,,22.349,22.358,21.372,21.38,21.434,21.706,NA,NA,22.748,23.028,22.468,22.748,22.398,22.435,22.366,22.398,,23
,,,,,3,280,,,,,,,,21.953,22.336,,,,,,,,,,,,17
,,,,,1,168,,,,,,,,,,,,,,,,,,,,,17
,,,,,8,176,,,,,,,,,,,,,,,,,,,,,14
,,,,,7,492,,,,,,,,,,,,,,,,,,,,,8
,,,,,6,482,,,,,,,,,,,,,,,,,,,,,6
,,,,,4,171,,,,,,,,,,,,,,,,,,,,,4
,,,,,5,260,,,,,,,,,,,,,,,,,,,,,0
,4,8,34,3,2,149,,,,34.614,34.964,NA,NA,31.36,32.414,NA,NA,30.725,31.263,34.374,34.6,34,34.28,34.964,35.112,,23
,,,,,3,466,,,,,,,,,,,,33.844,34,,,,,,,,17
,,,,,5,1528,,,,,,,,,,,,,,,,,,,,,15
,,,,,7,2010,,,,,,,,,,,,,,,,,,,,,14
,,,,,6,3146,,,,,,,,,,,,,,,,,,,,,14
,,,,,1,1490,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,262,,,,,,,,,,,,,,,,,,,,,4
,,,,,8,131,,,,,,,,,,,,,,,,,,,,,1
,5,8,46,4,8,199,,,,NA,NA,43.735,43.797,42.157,42.297,42.585,42.952,43.13,43.154,NA,NA,42.297,42.43,NA,NA,,25
,,,,,3,588,,,,,,,,,,43.035,43.084,43.161,43.697,,,,,,,,19
,,,,,6,325,,,,,,,,,,,,,,,,,,,,,18
,,,,,7,426,,,,,,,,,,,,,,,,,,,,,10
,,,,,4,300,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,4414,,,,,,,,,,,,,,,,,,,,,8
,,,,,1,177,,,,,,,,,,,,,,,,,,,,,5
,,,,,2,211,,,,,,,,,,,,,,,,,,,,,5
,6,8,55,1,1,1004,,,,48.989,50.792,NA,NA,52.368,52.421,52.421,52.593,NA,NA,NA,NA,52.212,52.367,52.655,52.992,,21
,,,,,7,1192,,,,51.536,52.018,,,,,,,,,,,,,,,,17
,,,,,6,985,,,,,,,,,,,,,,,,,,,,,17
,,,,,2,312,,,,,,,,,,,,,,,,,,,,,12
,,,,,3,152,,,,,,,,,,,,,,,,,,,,,8
,,,,,4,510,,,,,,,,,,,,,,,,,,,,,8
,,,,,5,30,,,,,,,,,,,,,,,,,,,,,5
,,,,,8,301,,,,,,,,,,,,,,,,,,,,,1
,7,8,64,6,6,860,,,,59.681,59.897,59.656,59.663,59.453,59.656,59.897,60.059,60.06,60.232,57.999,58.091,59.663,59.68,59.08,59.421,,20
,,,,,8,2848,,,,,,,,,,,,,,58.659,58.994,,,,,,18
,,,,,3,734,,,,,,,,,,,,,,59.049,59.08,,,,,,16
,,,,,2,302,,,,,,,,,,,,,,,,,,,,,15
,,,,,7,195,,,,,,,,,,,,,,,,,,,,,14
,,,,,1,739,,,,,,,,,,,,,,,,,,,,,9
,,,,,4,1012,,,,,,,,,,,,,,,,,,,,,9
,,,,,5,532,,,,,,,,,,,,,,,,,,,,,8
,8,8,73,5,2,4415,,,,68.312,68.498,66.497,68.312,NA,NA,69.431,69.68,68.498,68.653,NA,NA,69.703,70.053,69.369,69.423,,25
,,,,,1,835,,,,68.747,68.839,,,,,,,68.669,68.683,,,,,,,,23
,,,,,6,333,,,,,,,,,,,,68.909,69.353,,,,,,,,23
,,,,,5,542,,,,,,,,,,,,,,,,,,,,,22
,,,,,3,105,,,,,,,,,,,,,,,,,,,,,19
,,,,,8,1027,,,,,,,,,,,,,,,,,,,,,19
,,,,,4,1531,,,,,,,,,,,,,,,,,,,,,14
,,,,,7,108,,,,,,,,,,,,,,,,,,,,,1
,9,8,81,5,1,708,,,,74.735,74.866,NA,NA,NA,NA,81.095,81.367,79.461,79.461,77.812,78.108,NA,NA,75.895,76.026,,23
,,,,,2,1394,,,,75.303,75.894,,,,,,,79.479,79.859,78.281,78.793,,,76.261,77.812,,23
,,,,,8,1578,,,,,,,,,,,,79.913,80.481,,,,,,,,19
,,,,,6,1283,,,,,,,,,,,,,,,,,,,,,18
,,,,,5,2005,,,,,,,,,,,,,,,,,,,,,16
,,,,,7,381,,,,,,,,,,,,,,,,,,,,,13
,,,,,3,435,,,,,,,,,,,,,,,,,,,,,10
,,,,,4,826,,,,,,,,,,,,,,,,,,,,,6
,10,8,92,7,6,184,,,,87.63,87.948,86.748,86.921,88.001,88.017,88.033,88.265,NA,NA,86.718,86.74,87.185,87.615,NA,NA,,23
,,,,,2,421,,,,,,,,,,,,,,,,,,,,,21
,,,,,7,238,,,,,,,,,,,,,,,,,,,,,16
,,,,,1,1713,,,,,,,,,,,,,,,,,,,,,14
,,,,,5,179,,,,,,,,,,,,,,,,,,,,,10
,,,,,8,110,,,,,,,,,,,,,,,,,,,,,9
,,,,,3,469,,,,,,,,,,,,,,,,,,,,,7
